feature,period,train_missing_rate,validation_missing_rate,train_mean,validation_mean,psi,drift_warning,test_missing_rate,test_mean
cashflow_buffer,validation,0.0,0.0,0.18959904165207542,0.19251866306847518,0.10131759346710763,False,,
fundamental_fragility,validation,0.05804749340369393,0.10559006211180125,0.27353463550211554,0.23906135896207273,0.09075968433928236,False,,
interest_coverage,validation,0.05804749340369393,0.10559006211180125,4.245844940314773,4.548140224141288,0.08660232649900762,False,,
momentum_6m,validation,0.0,0.0,0.03425677152255064,0.015847165697955766,0.08641927759706375,False,,
net_debt_to_ebitda,validation,0.05804749340369393,0.10559006211180125,1.6346027679304809,1.462367764148764,0.07509500262166181,False,,
liquidity_stress,validation,0.0,0.0,-1.3612421376432087,-1.0434965115798474,0.07439025188396417,False,,
book_to_market,validation,0.0,0.0,0.9755209780039615,0.9385689164197419,0.07413680179354454,False,,
downside_vol_60d_sector_z,validation,0.0,0.0,8.143588412817771e-17,-5.930383858246178e-17,0.06921534984709712,False,,
net_debt_to_ebitda_sector_z,validation,0.0,0.0,-8.20217537981646e-18,-2.607472553952716e-18,0.06364191317232053,False,,
turnover_ratio,validation,0.0,0.0,0.014627041823673454,0.012829159051161863,0.06354876324570016,False,,
ebitda_margin,validation,0.05804749340369393,0.10559006211180125,0.2555696803848702,0.24668750067431905,0.06336780694956162,False,,
avg_daily_traded_value_20d,validation,0.0,0.0,411006186.659495,495522217.05952424,0.0501541812215405,False,,
debt_service_stress,validation,0.05804749340369393,0.10559006211180125,0.4748176517097811,0.4543079197539095,0.047683593049931944,False,,
beta_60d_sector_z,validation,0.0,0.0,2.34347867994756e-16,-8.964533739209338e-17,0.042371831985603785,False,,
momentum_reversal_risk,validation,0.0,0.0,0.05052944125613735,0.05980705243691163,0.036577412255515244,False,,
operating_cash_flow,validation,0.05804749340369393,0.10559006211180125,0.12743816498440155,0.13531492689830238,0.03463986649397139,False,,
downside_to_total_vol,validation,0.0,0.0,0.8523286704538683,0.8510290751960877,0.03410137349366747,False,,
spread_proxy_sector_z,validation,0.0,0.0,9.37391471979024e-18,1.0688482535211135e-16,0.032576210282832065,False,,
net_debt_to_ebitda_missing,validation,0.0,0.0,0.05804749340369393,0.10559006211180125,0.03090710884785663,False,,
interest_coverage_missing,validation,0.0,0.0,0.05804749340369393,0.10559006211180125,0.03090710884785663,False,,
cash_flow_missing,validation,0.0,0.0,0.05804749340369393,0.10559006211180125,0.03090710884785663,False,,
beta_60d,validation,0.0,0.0,0.6822023415668144,0.6565494128286948,0.028531301062291084,False,,
turnover_ratio_sector_z,validation,0.0,0.0,6.678914237850546e-17,-1.586032892321652e-17,0.028509215082943257,False,,
amihud_20d_sector_z,validation,0.0,0.0,3.51521801992134e-18,1.586032892321652e-17,0.01763216129536301,False,,
log_market_cap_sector_z,validation,0.0,0.0,4.745544326893809e-16,1.1668375030858555e-14,0.017622384979537248,False,,
interest_coverage_cs_rank,validation,0.05804749340369393,0.10559006211180125,0.5196078431372549,0.5208333333333334,0.01473177809762908,False,,
free_cash_flow_cs_rank,validation,0.05804749340369393,0.10559006211180125,0.5196078431372549,0.5208333333333334,0.01473177809762908,False,,
net_debt_to_ebitda_cs_rank,validation,0.05804749340369393,0.10559006211180125,0.5196078431372549,0.5208333333333334,0.01473177809762908,False,,
avg_daily_traded_value_20d_sector_z,validation,0.0,0.0,-1.581848108964603e-17,3.4478975920035915e-17,0.009014126475964406,False,,
beta_60d_cs_rank,validation,0.0,0.0,0.5184696569920845,0.5186335403726708,0.0021312541573696425,False,,
spread_proxy_cs_rank,validation,0.0,0.0,0.5184696569920845,0.5186335403726708,0.0021312541573696425,False,,
rolling_vol_20d_cs_rank,validation,0.0,0.0,0.5184696569920845,0.5186335403726708,0.0021312541573696425,False,,
log_market_cap_cs_rank,validation,0.0,0.0,0.5184696569920845,0.5186335403726708,0.0021312541573696425,False,,
amihud_20d_cs_rank,validation,0.0,0.0,0.5184696569920845,0.5186335403726708,0.0021312541573696425,False,,
downside_vol_60d_cs_rank,validation,0.0,0.0,0.5184696569920845,0.5186335403726708,0.0021312541573696425,False,,
avg_daily_traded_value_20d_cs_rank,validation,0.0,0.0,0.5184696569920845,0.5186335403726708,0.0021312541573696425,False,,
turnover_ratio_cs_rank,validation,0.0,0.0,0.5184696569920845,0.5186335403726708,0.0021312541573696425,False,,
curve_inversion_flag,validation,0.0,0.0,0.0,0.0,0.0,False,,
imoex_realized_vol_20d,test,0.0,,0.011951218963575082,,13.305253510698105,True,0.0,0.02626225278250809
average_market_correlation_60d,test,0.0,,0.23617760047250316,,13.224172119187081,True,0.0,0.5993682281091658
cbr_key_rate,test,0.0,,8.301981652898883,,13.162144740551941,True,0.0,11.475444948543123
rate_fx_pressure,test,0.0,,36.75566912634479,,13.162144740551941,True,0.0,51.16321194975038
macro_pressure,test,0.0,,0.589817709948695,,13.158534821630248,True,0.0,1.1099347715623007
usd_rub,test,0.0,,82.59856369013063,,11.64265202335135,True,0.0,85.33064610290536
ofz_slope_10y_2y,test,0.0,,0.6288236256825148,,11.446567475846356,True,0.0,0.2614411774451954
rolling_vol_20d,test,0.0,,0.020580652274704295,,6.3849430549982,True,0.0,0.028076765523166815
downside_vol_60d,test,0.0,,0.01754548664896348,,6.157043544748125,True,0.0,0.023887923914260173
amihud_20d,test,0.0,,7.346180769018594e-10,,0.34063362735393066,True,0.0,1.3610722484290118e-09
beta_vol_interaction,test,0.0,,0.01461714743445536,,0.260143306828885,True,0.0,0.018597027603976135
liquidity_vol_interaction,test,0.0,,-0.02813200366921606,,0.25040214810508804,True,0.0,-0.02486153776399943
spread_proxy,test,0.0,,0.0008343382719933033,,0.20545300298097086,True,0.0,0.0009965657304316256
liquidity_stress,test,0.0,,-1.3612421376432087,,0.16077358080910537,False,0.0,-0.8663221368816625
cashflow_buffer,test,0.0,,0.18959904165207542,,0.1498583327086549,False,0.0,0.18510825760819294
beta_60d,test,0.0,,0.6822023415668144,,0.13530077123089168,False,0.0,0.6481234477147824
free_cash_flow,test,0.05804749340369393,,0.07367151361924716,,0.11579181755474065,False,0.09467455621301775,0.07754953519369369
fundamental_fragility,test,0.05804749340369393,,0.27353463550211554,,0.1102549613397528,False,0.09467455621301775,0.22308139100748997
free_cash_flow_sector_z,test,0.0,,3.1929897014285505e-17,,0.10578210437797102,False,0.0,-2.890521484231177e-17
interest_coverage,test,0.05804749340369393,,4.245844940314773,,0.09314770445775433,False,0.09467455621301775,4.847069865884144
net_debt_to_ebitda,test,0.05804749340369393,,1.6346027679304809,,0.09000177492364485,False,0.09467455621301775,1.553707943164176
momentum_6m,test,0.0,,0.03425677152255064,,0.08607448586341579,False,0.0,0.018422178305511957
net_debt_to_ebitda_sector_z,test,0.0,,-8.20217537981646e-18,,0.08450400267165913,False,0.0,-6.10951131894317e-17
size_liquidity_interaction,test,0.0,,219.43090468027617,,0.07863049308073146,False,0.0,220.1521960244986
rolling_vol_20d_sector_z,test,0.0,,8.612284148807282e-17,,0.07373413627042814,False,0.0,-1.221902263788634e-16
interest_coverage_sector_z,test,0.0,,-1.288913273971158e-17,,0.07003350159545312,False,0.0,-5.386880947885375e-17
book_to_market,test,0.0,,0.9755209780039615,,0.0695909816316969,False,0.0,0.9850324401787288
avg_daily_traded_value_20d_sector_z,test,0.0,,-1.581848108964603e-17,,0.06942868310962455,False,0.0,1.4452607421155884e-17
downside_to_total_vol,test,0.0,,0.8523286704538683,,0.06337576782694013,False,0.0,0.8515816594652125
debt_service_stress,test,0.05804749340369393,,0.4748176517097811,,0.06028540804249853,False,0.09467455621301775,0.427547374901507
operating_cash_flow,test,0.05804749340369393,,0.12743816498440155,,0.0582735483067687,False,0.09467455621301775,0.12953418345499942
turnover_ratio,test,0.0,,0.014627041823673454,,0.05220126226089088,False,0.0,0.013418898232473697
momentum_reversal_risk,test,0.0,,0.05052944125613735,,0.05181083614644864,False,0.0,0.06128158224672006
amihud_20d_sector_z,test,0.0,,3.51521801992134e-18,,0.05114237812067979,False,0.0,6.5693670096163105e-18
ebitda_margin,test,0.05804749340369393,,0.2555696803848702,,0.04863419157377812,False,0.09467455621301775,0.24859742789129452
beta_60d_sector_z,test,0.0,,2.34347867994756e-16,,0.04317722701735483,False,0.0,-4.204394886154439e-17
turnover_ratio_sector_z,test,0.0,,6.678914237850546e-17,,0.043105374994888326,False,0.0,-2.6277468038465242e-17
log_market_cap_sector_z,test,0.0,,4.745544326893809e-16,,0.03738163382287389,False,0.0,-5.649655628270028e-17
log_market_cap,test,0.0,,11.452506053153549,,0.03573293621641058,False,0.0,11.483740914359942
spread_proxy_sector_z,test,0.0,,9.37391471979024e-18,,0.03509761186497913,False,0.0,-5.583961958173864e-17
downside_vol_60d_sector_z,test,0.0,,8.143588412817771e-17,,0.030231722931910603,False,0.0,2.929937686288875e-16
avg_daily_traded_value_20d,test,0.0,,411006186.659495,,0.0233725966152378,False,0.0,384585761.5781558
interest_coverage_missing,test,0.0,,0.05804749340369393,,0.019370007139065705,False,0.0,0.09467455621301775
net_debt_to_ebitda_missing,test,0.0,,0.05804749340369393,,0.019370007139065705,False,0.0,0.09467455621301775
cash_flow_missing,test,0.0,,0.05804749340369393,,0.019370007139065705,False,0.0,0.09467455621301775
interest_coverage_cs_rank,test,0.05804749340369393,,0.5196078431372549,,0.006690920828786343,False,0.09467455621301775,0.5196078431372549
net_debt_to_ebitda_cs_rank,test,0.05804749340369393,,0.5196078431372549,,0.006690920828786343,False,0.09467455621301775,0.5196078431372549
free_cash_flow_cs_rank,test,0.05804749340369393,,0.5196078431372549,,0.006690920828786343,False,0.09467455621301775,0.5196078431372549
beta_60d_cs_rank,test,0.0,,0.5184696569920845,,0.0051793703846702704,False,0.0,0.5177514792899408
spread_proxy_cs_rank,test,0.0,,0.5184696569920845,,0.0051793703846702704,False,0.0,0.5177514792899408
rolling_vol_20d_cs_rank,test,0.0,,0.5184696569920845,,0.0051793703846702704,False,0.0,0.5177514792899408
log_market_cap_cs_rank,test,0.0,,0.5184696569920845,,0.0051793703846702704,False,0.0,0.5177514792899408
amihud_20d_cs_rank,test,0.0,,0.5184696569920845,,0.0051793703846702704,False,0.0,0.5177514792899408
downside_vol_60d_cs_rank,test,0.0,,0.5184696569920845,,0.0051793703846702704,False,0.0,0.5177514792899408
avg_daily_traded_value_20d_cs_rank,test,0.0,,0.5184696569920845,,0.0051793703846702704,False,0.0,0.5177514792899408
turnover_ratio_cs_rank,test,0.0,,0.5184696569920845,,0.0051793703846702704,False,0.0,0.5177514792899408
curve_inversion_flag,test,0.0,,0.0,,0.0,False,0.0,0.0
