feature,period,train_missing_rate,validation_missing_rate,train_mean,validation_mean,psi,drift_warning,test_missing_rate,test_mean
net_debt_to_ebitda,validation,0.06535947712418301,0.10606060606060606,1.7953639924410454,1.5605079567851912,0.10611049476494457,False,,
cashflow_buffer,validation,0.0,0.0,0.18502916233260447,0.18504306064607365,0.10496960001901459,False,,
log_market_cap,validation,0.0,0.0,11.074285862346525,11.104600076771584,0.08903153154929801,False,,
momentum_reversal_risk,validation,0.0,0.0,0.04763754968773447,0.05175470208959037,0.05285807886941544,False,,
net_debt_to_ebitda_missing,validation,0.0,0.0,0.06535947712418301,0.10606060606060606,0.0215159290585019,False,,
cash_flow_missing,validation,0.0,0.0,0.06535947712418301,0.10606060606060606,0.0215159290585019,False,,
interest_coverage_missing,validation,0.0,0.0,0.06535947712418301,0.10606060606060606,0.0215159290585019,False,,
net_debt_to_ebitda_cs_rank,validation,0.06535947712418301,0.10606060606060606,0.548951048951049,0.5508474576271186,0.008428917562622679,False,,
free_cash_flow_cs_rank,validation,0.06535947712418301,0.10606060606060606,0.548951048951049,0.5508474576271186,0.008428917562622679,False,,
interest_coverage_cs_rank,validation,0.06535947712418301,0.10606060606060606,0.548951048951049,0.5508474576271186,0.008428917562622679,False,,
net_debt_to_ebitda_sector_z,validation,0.0,0.0,1.6181681992902608e-16,-6.7286243916676156e-18,0.0076487267767845,False,,
free_cash_flow_sector_z,validation,0.0,0.0,-1.886653505898959e-17,0.0,0.0076487267767845,False,,
interest_coverage_sector_z,validation,0.0,0.0,-1.0884539457109378e-17,0.0,0.0076487267767845,False,,
rolling_vol_20d_cs_rank,validation,0.0,0.0,0.545751633986928,0.5454545454545453,0.0012989286454356747,False,,
avg_daily_traded_value_20d_cs_rank,validation,0.0,0.0,0.545751633986928,0.5454545454545454,0.0012989286454356747,False,,
spread_proxy_cs_rank,validation,0.0,0.0,0.545751633986928,0.5454545454545454,0.0012989286454356747,False,,
turnover_ratio_cs_rank,validation,0.0,0.0,0.545751633986928,0.5454545454545454,0.0012989286454356747,False,,
amihud_20d_cs_rank,validation,0.0,0.0,0.545751633986928,0.5454545454545454,0.0012989286454356747,False,,
beta_60d_cs_rank,validation,0.0,0.0,0.545751633986928,0.5454545454545455,0.0012989286454356747,False,,
log_market_cap_cs_rank,validation,0.0,0.0,0.545751633986928,0.5454545454545454,0.0012989286454356747,False,,
downside_vol_60d_cs_rank,validation,0.0,0.0,0.545751633986928,0.5454545454545453,0.0012989286454356747,False,,
beta_60d_sector_z,validation,0.0,0.0,-3.990997800940105e-17,3.532527805625498e-17,0.00021819543369810943,False,,
spread_proxy_sector_z,validation,0.0,0.0,6.748414463407814e-17,2.6914497566670462e-17,0.00021819543369810943,False,,
rolling_vol_20d_sector_z,validation,0.0,0.0,-6.820978059788544e-17,3.3643121958338078e-18,0.00021819543369810943,False,,
log_market_cap_sector_z,validation,0.0,0.0,-2.1043442950411463e-17,3.3643121958338078e-18,0.00021819543369810943,False,,
amihud_20d_sector_z,validation,0.0,0.0,7.98199560188021e-18,1.6821560979169039e-18,0.00021819543369810943,False,,
downside_vol_60d_sector_z,validation,0.0,0.0,-2.2494714878026048e-17,6.7286243916676156e-18,0.00021819543369810943,False,,
avg_daily_traded_value_20d_sector_z,validation,0.0,0.0,1.886653505898959e-17,1.5139404881252134e-17,0.00021819543369810943,False,,
turnover_ratio_sector_z,validation,0.0,0.0,8.054559198260939e-17,3.3643121958338078e-18,0.00021819543369810943,False,,
curve_inversion_flag,validation,0.0,0.0,0.0,0.0,0.0,False,,
imoex_realized_vol_20d,test,0.0,,0.011928066054272993,,13.392612600078818,True,0.0,0.02630206721593875
macro_pressure,test,0.0,,0.5882738819918943,,13.221108887922426,True,0.0,1.1103852524246391
rate_fx_pressure,test,0.0,,36.646972751726246,,13.21547089721908,True,0.0,51.21771552792202
cbr_key_rate,test,0.0,,8.277743867663071,,13.210784798031206,True,0.0,11.48679428493539
average_market_correlation_60d,test,0.0,,0.2366717382571517,,13.025010217164112,True,0.0,0.5989855682558561
usd_rub,test,0.0,,82.58877206875377,,11.858712865688396,True,0.0,85.36021162364997
ofz_slope_10y_2y,test,0.0,,0.6322984106256501,,11.525259121445469,True,0.0,0.2646791810944617
rolling_vol_20d,test,0.0,,0.021217874124667028,,6.095634694343946,True,0.0,0.028345011963397487
downside_vol_60d,test,0.0,,0.01805024880141684,,5.7480736068153195,True,0.0,0.023857107100015772
amihud_20d,test,0.0,,4.0291282397409093e-10,,1.5147367567668806,True,0.0,7.365339709587694e-10
liquidity_stress,test,0.0,,-1.8913690900894897,,1.3890211354765873,True,0.0,-1.5189338845167843
interest_coverage,test,0.06535947712418301,,4.264658716963927,,0.39955163010593836,True,0.08695652173913043,4.209918753376446
spread_proxy,test,0.0,,0.0007493404178002923,,0.3984879882824493,True,0.0,0.0008725263074080937
net_debt_to_ebitda,test,0.06535947712418301,,1.7953639924410454,,0.37275134937223525,True,0.08695652173913043,1.621328202373112
turnover_ratio,test,0.0,,0.013723284607624868,,0.3716486302037326,True,0.0,0.011968076621144606
avg_daily_traded_value_20d,test,0.0,,397049660.96414065,,0.2982576774360419,True,0.0,418460552.233256
free_cash_flow,test,0.06535947712418301,,0.07284086415099181,,0.27178408524168446,True,0.08695652173913043,0.09772912657244587
beta_vol_interaction,test,0.0,,0.016099756594177082,,0.2585939855928183,True,0.0,0.01824408232890925
beta_60d,test,0.0,,0.7309539541294672,,0.24744858480051307,True,0.0,0.6358013570534881
size_liquidity_interaction,test,0.0,,215.6204878816203,,0.18724168847753705,False,0.0,217.19898705967415
downside_to_total_vol,test,0.0,,0.8504612372319483,,0.1861864453866069,False,0.0,0.8419432979948306
log_market_cap,test,0.0,,11.074285862346525,,0.1755651669217433,False,0.0,11.105020109437156
fundamental_fragility,test,0.06535947712418301,,0.31637634031689876,,0.15866671621667183,False,0.08695652173913043,0.25440271160622296
momentum_6m,test,0.0,,0.04197378850004407,,0.14336737037368208,False,0.0,0.015933250104839806
book_to_market,test,0.0,,0.9906856149681077,,0.14128958435903655,False,0.0,0.9583910716493682
ebitda_margin,test,0.06535947712418301,,0.2508910549752436,,0.13627468442641258,False,0.08695652173913043,0.23805869666460797
operating_cash_flow,test,0.06535947712418301,,0.12480927339764616,,0.13558303238420574,False,0.08695652173913043,0.13392943567759627
cashflow_buffer,test,0.0,,0.18502916233260447,,0.0981642988184768,False,0.0,0.20471212565762242
debt_service_stress,test,0.06535947712418301,,0.5143446049105246,,0.08874295773212842,False,0.08695652173913043,0.478611230183619
momentum_reversal_risk,test,0.0,,0.04763754968773447,,0.05495755361529394,False,0.0,0.055329803709359526
liquidity_vol_interaction,test,0.0,,-0.04002531815537733,,0.027125775215248966,False,0.0,-0.04360571678968693
free_cash_flow_cs_rank,test,0.06535947712418301,,0.548951048951049,,0.02389589094381641,False,0.08695652173913043,0.5476190476190476
net_debt_to_ebitda_cs_rank,test,0.06535947712418301,,0.548951048951049,,0.02389589094381641,False,0.08695652173913043,0.5476190476190476
interest_coverage_cs_rank,test,0.06535947712418301,,0.548951048951049,,0.02389589094381641,False,0.08695652173913043,0.5476190476190478
turnover_ratio_cs_rank,test,0.0,,0.545751633986928,,0.008935275157333378,False,0.0,0.5434782608695651
spread_proxy_cs_rank,test,0.0,,0.545751633986928,,0.008935275157333378,False,0.0,0.5434782608695652
amihud_20d_cs_rank,test,0.0,,0.545751633986928,,0.008935275157333378,False,0.0,0.5434782608695653
downside_vol_60d_cs_rank,test,0.0,,0.545751633986928,,0.008935275157333378,False,0.0,0.5434782608695652
rolling_vol_20d_cs_rank,test,0.0,,0.545751633986928,,0.008935275157333378,False,0.0,0.5434782608695652
log_market_cap_cs_rank,test,0.0,,0.545751633986928,,0.008935275157333378,False,0.0,0.5434782608695652
beta_60d_cs_rank,test,0.0,,0.545751633986928,,0.008935275157333378,False,0.0,0.5434782608695653
avg_daily_traded_value_20d_cs_rank,test,0.0,,0.545751633986928,,0.008935275157333378,False,0.0,0.5434782608695653
interest_coverage_missing,test,0.0,,0.06535947712418301,,0.006670987578227103,False,0.0,0.08695652173913043
net_debt_to_ebitda_missing,test,0.0,,0.06535947712418301,,0.006670987578227103,False,0.0,0.08695652173913043
cash_flow_missing,test,0.0,,0.06535947712418301,,0.006670987578227103,False,0.0,0.08695652173913043
interest_coverage_sector_z,test,0.0,,-1.0884539457109378e-17,,0.0009444920884504139,False,0.0,1.319395478540041e-16
net_debt_to_ebitda_sector_z,test,0.0,,1.6181681992902608e-16,,0.0009444920884504139,False,0.0,-1.12631321338784e-17
free_cash_flow_sector_z,test,0.0,,-1.886653505898959e-17,,0.0009444920884504139,False,0.0,9.654113257610057e-18
beta_60d_sector_z,test,0.0,,-3.990997800940105e-17,,4.823309961533976e-06,False,0.0,-1.6090188762683428e-18
spread_proxy_sector_z,test,0.0,,6.748414463407814e-17,,4.823309961533976e-06,False,0.0,1.4481169886415085e-17
rolling_vol_20d_sector_z,test,0.0,,-6.820978059788544e-17,,4.823309961533976e-06,False,0.0,-3.0571358649098514e-17
log_market_cap_sector_z,test,0.0,,-2.1043442950411463e-17,,4.823309961533976e-06,False,0.0,-1.12631321338784e-17
amihud_20d_sector_z,test,0.0,,7.98199560188021e-18,,4.823309961533976e-06,False,0.0,-4.827056628805028e-18
downside_vol_60d_sector_z,test,0.0,,-2.2494714878026048e-17,,4.823309961533976e-06,False,0.0,9.01050570710272e-17
avg_daily_traded_value_20d_sector_z,test,0.0,,1.886653505898959e-17,,4.823309961533976e-06,False,0.0,-1.6090188762683428e-18
turnover_ratio_sector_z,test,0.0,,8.054559198260939e-17,,4.823309961533976e-06,False,0.0,9.654113257610057e-18
curve_inversion_flag,test,0.0,,0.0,,0.0,False,0.0,0.0
